"","sample","feature","X1","X2","value","condition"
"3314",4,663,FALSE,FALSE,2.66068571389242,"Neither"
"3315",5,663,FALSE,FALSE,0.950060894428435,"Neither"
"3316",1,664,FALSE,FALSE,1.49687488965522,"Neither"
"3317",2,664,FALSE,FALSE,2.65667920555367,"Neither"
"3318",3,664,FALSE,FALSE,2.21606810374256,"Neither"
"3319",4,664,FALSE,FALSE,2.60410807605008,"Neither"
"3320",5,664,FALSE,FALSE,2.76784477138066,"Neither"
"3321",1,665,FALSE,FALSE,3.16962363886613,"Neither"
"3322",2,665,FALSE,FALSE,0.994225792770939,"Neither"
"3323",3,665,FALSE,FALSE,1.84800051266324,"Neither"
"3324",4,665,FALSE,FALSE,2.42814659493456,"Neither"
"3325",5,665,FALSE,FALSE,2.0112072363343,"Neither"
"3326",1,666,FALSE,FALSE,2.41285163149927,"Neither"
"3327",2,666,FALSE,FALSE,0.959953016240188,"Neither"
"3328",3,666,FALSE,FALSE,3.52376084271691,"Neither"
"3329",4,666,FALSE,FALSE,1.39292836500834,"Neither"
"3330",5,666,FALSE,FALSE,4.46781277540666,"Neither"
"3331",1,667,FALSE,FALSE,2.28084962225554,"Neither"
"3332",2,667,FALSE,FALSE,3.55960865846787,"Neither"
"3333",3,667,FALSE,FALSE,4.46946578688834,"Neither"
"3334",4,667,FALSE,FALSE,3.5626670328615,"Neither"
"3335",5,667,FALSE,FALSE,0.785118320622172,"Neither"
"3336",1,668,FALSE,FALSE,1.72433237190029,"Neither"
"3337",2,668,FALSE,FALSE,2.35394170380524,"Neither"
"3338",3,668,FALSE,FALSE,2.19793301678339,"Neither"
"3339",4,668,FALSE,FALSE,2.01895583794486,"Neither"
"3340",5,668,FALSE,FALSE,3.02107422986224,"Neither"
"3341",1,669,FALSE,FALSE,2.03077245060953,"Neither"
"3342",2,669,FALSE,FALSE,3.6537395874112,"Neither"
"3343",3,669,FALSE,FALSE,3.07865976424873,"Neither"
"3344",4,669,FALSE,FALSE,3.09338939918252,"Neither"
"3345",5,669,FALSE,FALSE,4.1300188231761,"Neither"
"3346",1,670,FALSE,FALSE,4.22602473232371,"Neither"
"3347",2,670,FALSE,FALSE,2.25983554106721,"Neither"
"3348",3,670,FALSE,FALSE,2.38211624287677,"Neither"
"3349",4,670,FALSE,FALSE,2.23414320475865,"Neither"
"3350",5,670,FALSE,FALSE,3.20283799962119,"Neither"
"3351",1,671,FALSE,FALSE,2.1270908356757,"Neither"
"3352",2,671,FALSE,FALSE,3.533183561084,"Neither"
"3353",3,671,FALSE,FALSE,3.71109142267603,"Neither"
"3354",4,671,FALSE,FALSE,2.31760828194952,"Neither"
"3355",5,671,FALSE,FALSE,4.67547953035165,"Neither"
"3356",1,672,FALSE,FALSE,1.93050863034386,"Neither"
"3357",2,672,FALSE,FALSE,2.40080808718878,"Neither"
"3358",3,672,FALSE,FALSE,2.71231428857298,"Neither"
"3359",4,672,FALSE,FALSE,2.59597012362487,"Neither"
"3360",5,672,FALSE,FALSE,-0.297296896642667,"Neither"
"3361",1,673,FALSE,FALSE,2.85796983828164,"Neither"
"3362",2,673,FALSE,FALSE,3.73008695319234,"Neither"
"3363",3,673,FALSE,FALSE,1.90929465810272,"Neither"
"3364",4,673,FALSE,FALSE,1.26734611085016,"Neither"
"3365",5,673,FALSE,FALSE,2.06610885133652,"Neither"
"3366",1,674,FALSE,FALSE,2.45534439195026,"Neither"
"3367",2,674,FALSE,FALSE,1.39082528527338,"Neither"
"3368",3,674,FALSE,FALSE,2.07994040520832,"Neither"
"3369",4,674,FALSE,FALSE,1.82276634860719,"Neither"
"3370",5,674,FALSE,FALSE,3.73892168386248,"Neither"
"3371",1,675,FALSE,FALSE,1.73122355951145,"Neither"
"3372",2,675,FALSE,FALSE,2.18646130607972,"Neither"
"3373",3,675,FALSE,FALSE,3.37523591663682,"Neither"
"3374",4,675,FALSE,FALSE,2.21216765361157,"Neither"
"3375",5,675,FALSE,FALSE,2.00719028621466,"Neither"
"3376",1,676,FALSE,FALSE,2.41747662053654,"Neither"
"3377",2,676,FALSE,FALSE,1.77364070946641,"Neither"
"3378",3,676,FALSE,FALSE,3.48516145451153,"Neither"
"3379",4,676,FALSE,FALSE,2.43373390283169,"Neither"
"3380",5,676,FALSE,FALSE,3.59532609604384,"Neither"
"3381",1,677,FALSE,FALSE,3.18046387847349,"Neither"
"3382",2,677,FALSE,FALSE,2.71978436737369,"Neither"
"3383",3,677,FALSE,FALSE,2.76594969536917,"Neither"
"3384",4,677,FALSE,FALSE,0.621367493555018,"Neither"
"3385",5,677,FALSE,FALSE,2.24092593001367,"Neither"
"3386",1,678,FALSE,FALSE,2.95745746701028,"Neither"
"3387",2,678,FALSE,FALSE,1.30474973081108,"Neither"
"3388",3,678,FALSE,FALSE,0.56694320944931,"Neither"
"3389",4,678,FALSE,FALSE,3.02532509679495,"Neither"
"3390",5,678,FALSE,FALSE,0.91174901749706,"Neither"
"3391",1,679,FALSE,FALSE,3.64150904994349,"Neither"
"3392",2,679,FALSE,FALSE,2.32147984027369,"Neither"
"3393",3,679,FALSE,FALSE,3.66903028684579,"Neither"
"3394",4,679,FALSE,FALSE,1.80995540191003,"Neither"
"3395",5,679,FALSE,FALSE,2.63454566685369,"Neither"
"3396",1,680,FALSE,FALSE,1.49923612491427,"Neither"
"3397",2,680,FALSE,FALSE,2.07813705223353,"Neither"
"3398",3,680,FALSE,FALSE,3.33109861726403,"Neither"
"3399",4,680,FALSE,FALSE,2.59711975997478,"Neither"
"3400",5,680,FALSE,FALSE,3.36159214717761,"Neither"
"3401",1,681,FALSE,FALSE,0.827366052465975,"Neither"
"3402",2,681,FALSE,FALSE,2.79516251530695,"Neither"
"3403",3,681,FALSE,FALSE,2.53396411365262,"Neither"
"3404",4,681,FALSE,FALSE,2.17491830589195,"Neither"
"3405",5,681,FALSE,FALSE,1.04493587818729,"Neither"
"3406",1,682,FALSE,FALSE,2.40040281214576,"Neither"
"3407",2,682,FALSE,FALSE,2.95023807985874,"Neither"
"3408",3,682,FALSE,FALSE,2.4111236680505,"Neither"
"3409",4,682,FALSE,FALSE,1.51223446473543,"Neither"
"3410",5,682,FALSE,FALSE,1.76578631832429,"Neither"
"3411",1,683,FALSE,FALSE,2.9279110979909,"Neither"
"3412",2,683,FALSE,FALSE,2.50477575262294,"Neither"
"3413",3,683,FALSE,FALSE,2.22638511603501,"Neither"
"3414",4,683,FALSE,FALSE,2.46280332102853,"Neither"
"3415",5,683,FALSE,FALSE,1.99801159794311,"Neither"
"3416",1,684,FALSE,FALSE,3.29444226556169,"Neither"
"3417",2,684,FALSE,FALSE,1.6519660174061,"Neither"
"3418",3,684,FALSE,FALSE,2.75880649946584,"Neither"
"3419",4,684,FALSE,FALSE,2.51611681344156,"Neither"
"3420",5,684,FALSE,FALSE,1.73542068597272,"Neither"
"3421",1,685,FALSE,FALSE,1.55844227469531,"Neither"
"3422",2,685,FALSE,FALSE,3.11611086489095,"Neither"
"3423",3,685,FALSE,FALSE,3.69825418938227,"Neither"
"3424",4,685,FALSE,FALSE,1.92890654665642,"Neither"
"3425",5,685,FALSE,FALSE,3.11044144530958,"Neither"
"3426",1,686,FALSE,FALSE,1.19935865483201,"Neither"
"3427",2,686,FALSE,FALSE,1.66680137478532,"Neither"
"3428",3,686,FALSE,FALSE,3.61904267907703,"Neither"
"3429",4,686,FALSE,FALSE,2.04037128168912,"Neither"
"3430",5,686,FALSE,FALSE,3.31348353214901,"Neither"
"3431",1,687,FALSE,FALSE,2.58013995964974,"Neither"
"3432",2,687,FALSE,FALSE,2.74263766096102,"Neither"
"3433",3,687,FALSE,FALSE,1.85617212880986,"Neither"
"3434",4,687,FALSE,FALSE,3.48114719991586,"Neither"
"3435",5,687,FALSE,FALSE,2.9864181706432,"Neither"
"3436",1,688,FALSE,FALSE,3.02692744414429,"Neither"
"3437",2,688,FALSE,FALSE,3.32761781416242,"Neither"
"3438",3,688,FALSE,FALSE,0.662550346602272,"Neither"
"3439",4,688,FALSE,FALSE,2.84982586210798,"Neither"
"3440",5,688,FALSE,FALSE,3.2336735068595,"Neither"
"3441",1,689,FALSE,FALSE,2.80176031721721,"Neither"
"3442",2,689,FALSE,FALSE,4.0845483129986,"Neither"
"3443",3,689,FALSE,FALSE,3.26523970919605,"Neither"
"3444",4,689,FALSE,FALSE,2.48186845541748,"Neither"
"3445",5,689,FALSE,FALSE,2.38329198045405,"Neither"
"3446",1,690,FALSE,FALSE,4.40421375513786,"Neither"
"3447",2,690,FALSE,FALSE,2.36406431492854,"Neither"
"3448",3,690,FALSE,FALSE,1.36489258569526,"Neither"
"3449",4,690,FALSE,FALSE,2.25250944092962,"Neither"
"3450",5,690,FALSE,FALSE,4.14137349167782,"Neither"
"3451",1,691,FALSE,FALSE,0.000128306770682762,"Neither"
"3452",2,691,FALSE,FALSE,1.13418031406548,"Neither"
"3453",3,691,FALSE,FALSE,1.69920659614112,"Neither"
"3454",4,691,FALSE,FALSE,2.86640644027457,"Neither"
"3455",5,691,FALSE,FALSE,1.09872367667767,"Neither"
"3456",1,692,FALSE,FALSE,2.66903758029668,"Neither"
"3457",2,692,FALSE,FALSE,2.31710708905707,"Neither"
"3458",3,692,FALSE,FALSE,3.01289992896567,"Neither"
"3459",4,692,FALSE,FALSE,3.10125501399315,"Neither"
"3460",5,692,FALSE,FALSE,2.82945822964666,"Neither"
"3461",1,693,FALSE,FALSE,0.533870012119334,"Neither"
"3462",2,693,FALSE,FALSE,3.22424717455139,"Neither"
"3463",3,693,FALSE,FALSE,1.15328507547382,"Neither"
"3464",4,693,FALSE,FALSE,3.00209551692008,"Neither"
"3465",5,693,FALSE,FALSE,1.62614726621664,"Neither"
"3466",1,694,FALSE,FALSE,3.90451127139803,"Neither"
"3467",2,694,FALSE,FALSE,2.11674389211333,"Neither"
"3468",3,694,FALSE,FALSE,1.81768007700958,"Neither"
"3469",4,694,FALSE,FALSE,3.72025658160753,"Neither"
"3470",5,694,FALSE,FALSE,1.08769783584445,"Neither"
"3471",1,695,FALSE,FALSE,1.32369130733901,"Neither"
"3472",2,695,FALSE,FALSE,3.19570571275043,"Neither"
"3473",3,695,FALSE,FALSE,2.31093876873595,"Neither"
"3474",4,695,FALSE,FALSE,3.89584642963273,"Neither"
"3475",5,695,FALSE,FALSE,3.95909966932069,"Neither"
"3476",1,696,FALSE,FALSE,1.5900345581386,"Neither"
"3477",2,696,FALSE,FALSE,3.02354626012622,"Neither"
"3478",3,696,FALSE,FALSE,1.83265667969532,"Neither"
"3479",4,696,FALSE,FALSE,2.51451547370867,"Neither"
"3480",5,696,FALSE,FALSE,2.76022182328585,"Neither"
"3481",1,697,FALSE,FALSE,1.67975454060751,"Neither"
"3482",2,697,FALSE,FALSE,1.66191251528494,"Neither"
"3483",3,697,FALSE,FALSE,4.52801627845507,"Neither"
"3484",4,697,FALSE,FALSE,3.35723971630381,"Neither"
"3485",5,697,FALSE,FALSE,4.83086643259407,"Neither"
"3486",1,698,FALSE,FALSE,1.31394736703794,"Neither"
"3487",2,698,FALSE,FALSE,3.36080231985152,"Neither"
"3488",3,698,FALSE,FALSE,1.8735578317408,"Neither"
"3489",4,698,FALSE,FALSE,3.56348906203032,"Neither"
"3490",5,698,FALSE,FALSE,1.90526014050024,"Neither"
"3491",1,699,FALSE,FALSE,2.40956585519851,"Neither"
"3492",2,699,FALSE,FALSE,3.0192599580213,"Neither"
"3493",3,699,FALSE,FALSE,2.98792194920659,"Neither"
"3494",4,699,FALSE,FALSE,3.69105793080276,"Neither"
"3495",5,699,FALSE,FALSE,3.11274846291447,"Neither"
"3496",1,700,FALSE,FALSE,2.69678182601407,"Neither"
"3497",2,700,FALSE,FALSE,2.72527521002542,"Neither"
"3498",3,700,FALSE,FALSE,3.41824529201647,"Neither"
"3499",4,700,FALSE,FALSE,2.74915131779861,"Neither"
"3500",5,700,FALSE,FALSE,2.33881118688406,"Neither"
"3501",1,701,FALSE,FALSE,4.52333856016464,"Neither"
"3502",2,701,FALSE,FALSE,3.38825360948728,"Neither"
"3503",3,701,FALSE,FALSE,2.28906677840276,"Neither"
"3504",4,701,FALSE,FALSE,2.79063207212659,"Neither"
"3505",5,701,FALSE,FALSE,2.64695926605484,"Neither"
"3506",1,702,FALSE,FALSE,3.58219297776284,"Neither"
"3507",2,702,FALSE,FALSE,3.15321390871065,"Neither"
"3508",3,702,FALSE,FALSE,3.20732778370925,"Neither"
"3509",4,702,FALSE,FALSE,5.08338476144478,"Neither"
"3510",5,702,FALSE,FALSE,4.5551480282363,"Neither"
"3511",1,703,FALSE,FALSE,0.0568402042240539,"Neither"
"3512",2,703,FALSE,FALSE,2.89789076749548,"Neither"
"3513",3,703,FALSE,FALSE,2.99869873911516,"Neither"
"3514",4,703,FALSE,FALSE,1.59671010289743,"Neither"
"3515",5,703,FALSE,FALSE,2.63269969862141,"Neither"
"3516",1,704,FALSE,FALSE,1.50647266244605,"Neither"
"3517",2,704,FALSE,FALSE,1.64596956608736,"Neither"
"3518",3,704,FALSE,FALSE,2.86121183801607,"Neither"
"3519",4,704,FALSE,FALSE,2.27900714898097,"Neither"
"3520",5,704,FALSE,FALSE,0.346602515353858,"Neither"
"3521",1,705,FALSE,FALSE,1.73149785777602,"Neither"
"3522",2,705,FALSE,FALSE,4.34363943965238,"Neither"
"3523",3,705,FALSE,FALSE,1.3650890043149,"Neither"
"3524",4,705,FALSE,FALSE,2.67441106070266,"Neither"
"3525",5,705,FALSE,FALSE,0.779684562408638,"Neither"
"3526",1,706,FALSE,FALSE,3.01349130732344,"Neither"
"3527",2,706,FALSE,FALSE,2.01779759874685,"Neither"
"3528",3,706,FALSE,FALSE,2.83546073177963,"Neither"
"3529",4,706,FALSE,FALSE,2.44030144789647,"Neither"
"3530",5,706,FALSE,FALSE,2.57984540195151,"Neither"
"3531",1,707,FALSE,FALSE,1.83121685113932,"Neither"
"3532",2,707,FALSE,FALSE,1.84150586303142,"Neither"
"3533",3,707,FALSE,FALSE,3.70295218248936,"Neither"
"3534",4,707,FALSE,FALSE,2.49908910932007,"Neither"
"3535",5,707,FALSE,FALSE,2.74225555482256,"Neither"
"3536",1,708,FALSE,FALSE,-0.333367526195445,"Neither"
"3537",2,708,FALSE,FALSE,2.76740440348143,"Neither"
"3538",3,708,FALSE,FALSE,2.49463867832917,"Neither"
"3539",4,708,FALSE,FALSE,3.41271176645396,"Neither"
"3540",5,708,FALSE,FALSE,2.39576355034213,"Neither"
"3541",1,709,FALSE,FALSE,2.51145344095982,"Neither"
"3542",2,709,FALSE,FALSE,2.39328358967974,"Neither"
"3543",3,709,FALSE,FALSE,3.34329105699524,"Neither"
"3544",4,709,FALSE,FALSE,2.9129490773475,"Neither"
"3545",5,709,FALSE,FALSE,3.21327481100923,"Neither"
"3546",1,710,FALSE,FALSE,3.26073044448055,"Neither"
"3547",2,710,FALSE,FALSE,0.599630527755544,"Neither"
"3548",3,710,FALSE,FALSE,0.649128088217945,"Neither"
"3549",4,710,FALSE,FALSE,4.14766115149229,"Neither"
"3550",5,710,FALSE,FALSE,2.65110730629299,"Neither"
"3551",1,711,FALSE,FALSE,2.8555854559952,"Neither"
"3552",2,711,FALSE,FALSE,3.56297486252451,"Neither"
"3553",3,711,FALSE,FALSE,1.94837732213818,"Neither"
"3554",4,711,FALSE,FALSE,2.57414646822278,"Neither"
"3555",5,711,FALSE,FALSE,3.73309671003578,"Neither"
"3556",1,712,FALSE,FALSE,4.08242185731135,"Neither"
"3557",2,712,FALSE,FALSE,3.2628318549903,"Neither"
"3558",3,712,FALSE,FALSE,1.34776040852478,"Neither"
"3559",4,712,FALSE,FALSE,4.80062831186466,"Neither"
"3560",5,712,FALSE,FALSE,3.61631652594099,"Neither"
"3561",1,713,FALSE,FALSE,2.32192645111268,"Neither"
"3562",2,713,FALSE,FALSE,3.04934279832117,"Neither"
"3563",3,713,FALSE,FALSE,1.99458787420148,"Neither"
"3564",4,713,FALSE,FALSE,2.39237005042488,"Neither"
"3565",5,713,FALSE,FALSE,1.27073578351204,"Neither"
"3566",1,714,FALSE,FALSE,2.92399753198808,"Neither"
"3567",2,714,FALSE,FALSE,4.91894990053234,"Neither"
"3568",3,714,FALSE,FALSE,0.870618224620346,"Neither"
"3569",4,714,FALSE,FALSE,3.90539019927556,"Neither"
"3570",5,714,FALSE,FALSE,0.837131040965744,"Neither"
"3571",1,715,FALSE,FALSE,2.05845602363551,"Neither"
"3572",2,715,FALSE,FALSE,2.04413319096171,"Neither"
"3573",3,715,FALSE,FALSE,3.09477289312082,"Neither"
"3574",4,715,FALSE,FALSE,2.54942871284635,"Neither"
"3575",5,715,FALSE,FALSE,3.21498793280136,"Neither"
"3576",1,716,FALSE,FALSE,1.66789520289488,"Neither"
"3577",2,716,FALSE,FALSE,2.78758149008571,"Neither"
"3578",3,716,FALSE,FALSE,2.19758390978943,"Neither"
"3579",4,716,FALSE,FALSE,2.88871057265567,"Neither"
"3580",5,716,FALSE,FALSE,1.50769226524932,"Neither"
"3581",1,717,FALSE,FALSE,2.51479428875723,"Neither"
"3582",2,717,FALSE,FALSE,2.53774328297332,"Neither"
"3583",3,717,FALSE,FALSE,3.21712740357686,"Neither"
"3584",4,717,FALSE,FALSE,0.518746342576457,"Neither"
"3585",5,717,FALSE,FALSE,3.52306281219785,"Neither"
"3586",1,718,FALSE,FALSE,3.29091432170287,"Neither"
"3587",2,718,FALSE,FALSE,2.82931732371062,"Neither"
"3588",3,718,FALSE,FALSE,3.62599290476403,"Neither"
"3589",4,718,FALSE,FALSE,4.87178520423051,"Neither"
"3590",5,718,FALSE,FALSE,2.7871034950459,"Neither"
"3591",1,719,FALSE,FALSE,3.30764847522408,"Neither"
"3592",2,719,FALSE,FALSE,2.51422465865429,"Neither"
"3593",3,719,FALSE,FALSE,3.65611646489212,"Neither"
"3594",4,719,FALSE,FALSE,2.95534007958946,"Neither"
"3595",5,719,FALSE,FALSE,1.27304018820346,"Neither"
"3596",1,720,FALSE,FALSE,2.94038308197309,"Neither"
"3597",2,720,FALSE,FALSE,2.56529221543269,"Neither"
"3598",3,720,FALSE,FALSE,2.05431643674094,"Neither"
"3599",4,720,FALSE,FALSE,3.19452096730994,"Neither"
"3600",5,720,FALSE,FALSE,1.9623609604783,"Neither"
"3601",1,721,FALSE,FALSE,1.78519356447231,"Neither"
"3602",2,721,FALSE,FALSE,1.97532834993344,"Neither"
"3603",3,721,FALSE,FALSE,3.15605500051545,"Neither"
"3604",4,721,FALSE,FALSE,4.68279018540271,"Neither"
"3605",5,721,FALSE,FALSE,2.90731006179124,"Neither"
"3606",1,722,FALSE,FALSE,3.25322023949492,"Neither"
"3607",2,722,FALSE,FALSE,3.78378389283721,"Neither"
"3608",3,722,FALSE,FALSE,1.71352833169966,"Neither"
"3609",4,722,FALSE,FALSE,2.55820883427002,"Neither"
"3610",5,722,FALSE,FALSE,2.4782434456874,"Neither"
"3611",1,723,FALSE,FALSE,3.63210847887561,"Neither"
"3612",2,723,FALSE,FALSE,1.51179885554961,"Neither"
"3613",3,723,FALSE,FALSE,0.68444511780589,"Neither"
"3614",4,723,FALSE,FALSE,1.54966770681544,"Neither"
"3615",5,723,FALSE,FALSE,3.10270351031283,"Neither"
"3616",1,724,FALSE,FALSE,1.58391036313137,"Neither"
"3617",2,724,FALSE,FALSE,3.29268074272996,"Neither"
"3618",3,724,FALSE,FALSE,0.874756313403544,"Neither"
"3619",4,724,FALSE,FALSE,2.42353318869093,"Neither"
"3620",5,724,FALSE,FALSE,3.03552097654061,"Neither"
"3621",1,725,FALSE,FALSE,0.456182071470812,"Neither"
"3622",2,725,FALSE,FALSE,4.58819316809746,"Neither"
"3623",3,725,FALSE,FALSE,1.49200497491757,"Neither"
"3624",4,725,FALSE,FALSE,2.49827007432185,"Neither"
"3625",5,725,FALSE,FALSE,3.04790793508083,"Neither"
"3626",1,726,FALSE,FALSE,1.40547984770728,"Neither"
"3627",2,726,FALSE,FALSE,2.54362663413608,"Neither"
"3628",3,726,FALSE,FALSE,1.81608799257496,"Neither"
"3629",4,726,FALSE,FALSE,3.10220502082743,"Neither"
"3630",5,726,FALSE,FALSE,2.98569644789898,"Neither"
"3631",1,727,FALSE,FALSE,4.14246821380275,"Neither"
"3632",2,727,FALSE,FALSE,2.33136281531677,"Neither"
"3633",3,727,FALSE,FALSE,2.68409640364675,"Neither"
"3634",4,727,FALSE,FALSE,4.22564543280758,"Neither"
"3635",5,727,FALSE,FALSE,1.81937195297504,"Neither"
"3636",1,728,FALSE,FALSE,2.24091842784723,"Neither"
"3637",2,728,FALSE,FALSE,3.62733828020414,"Neither"
"3638",3,728,FALSE,FALSE,3.26133504048664,"Neither"
"3639",4,728,FALSE,FALSE,1.99242671290767,"Neither"
"3640",5,728,FALSE,FALSE,3.29455252593958,"Neither"
"3641",1,729,FALSE,FALSE,1.97193990947642,"Neither"
"3642",2,729,FALSE,FALSE,1.48257813866004,"Neither"
"3643",3,729,FALSE,FALSE,2.19864131997036,"Neither"
"3644",4,729,FALSE,FALSE,2.33034284540773,"Neither"
"3645",5,729,FALSE,FALSE,2.2640568358873,"Neither"
"3646",1,730,FALSE,FALSE,2.69661904675914,"Neither"
"3647",2,730,FALSE,FALSE,1.15960629365187,"Neither"
"3648",3,730,FALSE,FALSE,4.04896800292483,"Neither"
"3649",4,730,FALSE,FALSE,1.81898449626225,"Neither"
"3650",5,730,FALSE,FALSE,3.78869918742643,"Neither"
"3651",1,731,FALSE,FALSE,2.58570652080062,"Neither"
"3652",2,731,FALSE,FALSE,4.87269572616952,"Neither"
"3653",3,731,FALSE,FALSE,1.32072770320911,"Neither"
"3654",4,731,FALSE,FALSE,3.41199344993493,"Neither"
"3655",5,731,FALSE,FALSE,1.87986798238727,"Neither"
"3656",1,732,FALSE,FALSE,2.18074361434705,"Neither"
"3657",2,732,FALSE,FALSE,2.61025532907722,"Neither"
"3658",3,732,FALSE,FALSE,2.5487549948938,"Neither"
"3659",4,732,FALSE,FALSE,1.05837790389426,"Neither"
"3660",5,732,FALSE,FALSE,3.55306977939584,"Neither"
"3661",1,733,FALSE,FALSE,1.35379462199147,"Neither"
"3662",2,733,FALSE,FALSE,2.27571895386604,"Neither"
"3663",3,733,FALSE,FALSE,2.85094207192685,"Neither"
"3664",4,733,FALSE,FALSE,2.57130215600879,"Neither"
"3665",5,733,FALSE,FALSE,3.32094479834149,"Neither"
"3666",1,734,FALSE,FALSE,1.97348878081143,"Neither"
"3667",2,734,FALSE,FALSE,2.45968489410098,"Neither"
"3668",3,734,FALSE,FALSE,2.24166019324949,"Neither"
"3669",4,734,FALSE,FALSE,4.43577911074057,"Neither"
"3670",5,734,FALSE,FALSE,3.56438026113739,"Neither"
"3671",1,735,FALSE,FALSE,1.98347530047241,"Neither"
"3672",2,735,FALSE,FALSE,3.36758653149861,"Neither"
"3673",3,735,FALSE,FALSE,3.20885674556432,"Neither"
"3674",4,735,FALSE,FALSE,2.94925262844597,"Neither"
"3675",5,735,FALSE,FALSE,4.55195431744169,"Neither"
"3676",1,736,FALSE,FALSE,1.55964296138776,"Neither"
"3677",2,736,FALSE,FALSE,3.59279415071518,"Neither"
"3678",3,736,FALSE,FALSE,1.12752235091432,"Neither"
"3679",4,736,FALSE,FALSE,2.20219367347514,"Neither"
"3680",5,736,FALSE,FALSE,3.00503043550482,"Neither"
"3681",1,737,FALSE,FALSE,2.3417725343637,"Neither"
"3682",2,737,FALSE,FALSE,3.78794800327286,"Neither"
"3683",3,737,FALSE,FALSE,2.0967789373412,"Neither"
"3684",4,737,FALSE,FALSE,1.83200806848828,"Neither"
"3685",5,737,FALSE,FALSE,3.15637486703869,"Neither"
"3686",1,738,FALSE,FALSE,3.25459048307891,"Neither"
"3687",2,738,FALSE,FALSE,3.34098615590273,"Neither"
"3688",3,738,FALSE,FALSE,3.03437936687719,"Neither"
"3689",4,738,FALSE,FALSE,4.46842425708995,"Neither"
"3690",5,738,FALSE,FALSE,5.72594434591733,"Neither"
"3691",1,739,FALSE,FALSE,2.09925859016946,"Neither"
"3692",2,739,FALSE,FALSE,3.82424159694032,"Neither"
"3693",3,739,FALSE,FALSE,3.3205144963118,"Neither"
"3694",4,739,FALSE,FALSE,3.13746357014725,"Neither"
"3695",5,739,FALSE,FALSE,1.14376565900431,"Neither"
"3696",1,740,FALSE,FALSE,2.74251869753449,"Neither"
"3697",2,740,FALSE,FALSE,4.25856318425951,"Neither"
"3698",3,740,FALSE,FALSE,3.52266684235236,"Neither"
"3699",4,740,FALSE,FALSE,4.27115478784227,"Neither"
"3700",5,740,FALSE,FALSE,2.89346106647236,"Neither"
"3701",1,741,FALSE,FALSE,3.44094760249744,"Neither"
"3702",2,741,FALSE,FALSE,1.78027126613334,"Neither"
"3703",3,741,FALSE,FALSE,3.60494019482353,"Neither"
"3704",4,741,FALSE,FALSE,1.36409755758866,"Neither"
"3705",5,741,FALSE,FALSE,2.58822170243444,"Neither"
"3706",1,742,FALSE,FALSE,2.44389263041137,"Neither"
"3707",2,742,FALSE,FALSE,2.7833952040729,"Neither"
"3708",3,742,FALSE,FALSE,2.30436423882693,"Neither"
"3709",4,742,FALSE,FALSE,3.109495592396,"Neither"
"3710",5,742,FALSE,FALSE,1.68618503926162,"Neither"
"3711",1,743,FALSE,FALSE,4.1352628962416,"Neither"
"3712",2,743,FALSE,FALSE,2.60198236634305,"Neither"
"3713",3,743,FALSE,FALSE,3.77186686642776,"Neither"
"3714",4,743,FALSE,FALSE,3.24977840165499,"Neither"
"3715",5,743,FALSE,FALSE,2.17211933659991,"Neither"
"3716",1,744,FALSE,FALSE,3.90187629784792,"Neither"
"3717",2,744,FALSE,FALSE,3.48423558702335,"Neither"
"3718",3,744,FALSE,FALSE,4.82588012969569,"Neither"
"3719",4,744,FALSE,FALSE,2.0735257138673,"Neither"
"3720",5,744,FALSE,FALSE,3.20170842465507,"Neither"
"3721",1,745,FALSE,FALSE,1.96051049749717,"Neither"
"3722",2,745,FALSE,FALSE,3.32952499192567,"Neither"
"3723",3,745,FALSE,FALSE,3.38002396864304,"Neither"
"3724",4,745,FALSE,FALSE,2.98880943949794,"Neither"
"3725",5,745,FALSE,FALSE,3.24769934218494,"Neither"
"3726",1,746,FALSE,FALSE,2.98524646874806,"Neither"
"3727",2,746,FALSE,FALSE,4.30097632741244,"Neither"
"3728",3,746,FALSE,FALSE,4.77401252334883,"Neither"
"3729",4,746,FALSE,FALSE,0.892932294691033,"Neither"
"3730",5,746,FALSE,FALSE,1.65150879535959,"Neither"
"3731",1,747,FALSE,FALSE,1.19780406246931,"Neither"
"3732",2,747,FALSE,FALSE,2.21434764550809,"Neither"
"3733",3,747,FALSE,FALSE,1.08694812106821,"Neither"
"3734",4,747,FALSE,FALSE,2.3446398398678,"Neither"
"3735",5,747,FALSE,FALSE,3.86084684699114,"Neither"
"3736",1,748,FALSE,FALSE,0.772449731205598,"Neither"
"3737",2,748,FALSE,FALSE,3.86917819690818,"Neither"
"3738",3,748,FALSE,FALSE,2.1928781427736,"Neither"
"3739",4,748,FALSE,FALSE,0.968421185173324,"Neither"
"3740",5,748,FALSE,FALSE,2.98346642745119,"Neither"
"3741",1,749,FALSE,FALSE,3.44415412996787,"Neither"
"3742",2,749,FALSE,FALSE,0.826564657597812,"Neither"
"3743",3,749,FALSE,FALSE,1.18227706122059,"Neither"
"3744",4,749,FALSE,FALSE,2.15459080872782,"Neither"
"3745",5,749,FALSE,FALSE,1.23391109122822,"Neither"
"3746",1,750,FALSE,FALSE,3.12248026119898,"Neither"
"3747",2,750,FALSE,FALSE,2.70001378638773,"Neither"
"3748",3,750,FALSE,FALSE,1.60821516242494,"Neither"
"3749",4,750,FALSE,FALSE,2.33458124047987,"Neither"
